Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast
2024-02-02,SKU_1,WH_1,SUP_8,West,-24.0,-696.0,14.0,379,0,-13.95,-20.48,0,0,-25.21
2024-02-03,SKU_1,WH_1,SUP_8,South,22.0,674.0,14.0,379,0,13.95,20.48,0,0,21.56
2024-02-04,SKU_1,WH_1,SUP_8,North,32.0,642.0,14.0,379,0,13.95,20.48,1,0,26.98
2024-02-05,SKU_1,WH_1,SUP_8,East,25.0,617.0,14.0,379,0,13.95,20.48,0,0,26.03
2024-02-06,SKU_1,WH_1,SUP_8,,24.0,593.0,14.0,379,0,13.95,20.48,0,0,24.9
2024-02-07,SKU_1,WH_1,SUP_8,East,35.0,558.0,14.0,379,0,13.95,20.48,0,0,29.18
2024-02-08,SKU_1,WH_1,SUP_8,East,22.0,536.0,14.0,379,0,13.95,20.48,0,0,24.32
2024-02-09,SKU_1,WH_1,SUP_8,South,28.0,508.0,14.0,379,0,13.95,20.48,0,0,27.93
2024-02-10,SKU_1,WH_1,SUP_8,North,21.0,487.0,14.0,379,0,13.95,20.48,0,0,19.3
2024-02-11,SKU_1,WH_1,SUP_8,South,21.0,466.0,14.0,379,0,13.95,20.48,0,0,18.95
2024-02-12,SKU_1,WH_1,SUP_8,West,29.0,437.0,14.0,379,0,13.95,20.48,0,0,25.33
2024-02-13,SKU_1,WH_1,SUP_8,West,37.0,400.0,14.0,379,0,13.95,20.48,1,0,29.59
2024-02-14,SKU_1,WH_1,SUP_8,East,23.0,377.0,14.0,379,0,13.95,20.48,0,0,22.03
2024-02-15,SKU_1,WH_1,SUP_8,South,21.0,699.0,14.0,379,343,13.95,20.48,0,0,23.22
2024-02-16,SKU_1,WH_1,SUP_8,North,23.0,676.0,14.0,379,0,13.95,20.48,1,0,23.36
2024-02-17,SKU_1,WH_1,SUP_8,East,20.0,656.0,14.0,379,0,13.95,20.48,0,0,23.57
2024-02-18,SKU_1,WH_1,SUP_8,South,28.0,628.0,14.0,379,0,13.95,20.48,0,0,
2024-02-19,SKU_1,WH_1,SUP_8,??UNKNOWN??,24.0,604.0,14.0,379,0,13.95,20.48,0,0,24.7
2024-02-20,SKU_1,WH_1,SUP_8,West,31.0,573.0,14.0,379,0,13.95,20.48,0,0,36.37
2024-02-21,SKU_1,WH_1,SUP_8,South,28.0,545.0,14.0,379,0,13.95,20.48,0,0,24.35
2024-02-22,SKU_1,WH_1,SUP_8,West,27.0,518.0,14.0,379,0,13.95,20.48,0,0,25.85
2024-02-23,SKU_1,WH_1,SUP_8,North,32.0,486.0,14.0,379,0,13.95,20.48,0,0,33.24
2024-02-24,SKU_1,WH_1,SUP_8,South,31.0,455.0,14.0,379,0,13.95,20.48,0,0,40.18
2024-02-25,SKU_1,WH_1,SUP_8,,32.0,423.0,14.0,379,0,13.95,20.48,0,0,31.28
2024-02-26,SKU_1,WH_1,SUP_8,East,34.0,389.0,14.0,379,0,13.95,20.48,0,0,
2024-02-27,SKU_1,WH_1,SUP_8,East,31.0,358.0,14.0,379,0,13.95,20.48,0,0,28.43
2024-02-28,SKU_1,WH_1,SUP_8,North,28.0,575.0,14.0,379,245,13.95,20.48,0,0,28.57
2024-02-29,SKU_1,WH_1,SUP_8,East,31.0,544.0,14.0,379,0,13.95,20.48,0,0,25.17
2024-03-01,SKU_1,WH_1,SUP_8,North,33.0,511.0,14.0,379,0,13.95,20.48,1,0,35.33
2024-03-02,SKU_1,WH_1,SUP_8,South,,483.0,14.0,379,0,13.95,20.48,0,0,22.75
2024-03-03,SKU_1,WH_1,SUP_8,West,29.0,454.0,14.0,379,0,13.95,20.48,0,0,30.16
2024-03-04,SKU_1,WH_1,SUP_8,East,32.0,422.0,14.0,379,0,13.95,20.48,0,0,28.76
2024-03-05,SKU_1,WH_1,SUP_8,North,34.0,388.0,14.0,379,0,13.95,20.48,0,0,34.15
2024-03-06,SKU_1,WH_1,SUP_8,East,31.0,357.0,,379,0,13.95,20.48,0,0,28.82
2024-03-07,SKU_1,WH_1,SUP_8,West,31.0,538.0,14.0,379,212,13.95,20.48,0,0,32.54
2024-03-08,SKU_1,WH_1,SUP_8,North,36.0,502.0,14.0,379,0,13.95,20.48,0,0,36.02
2024-03-09,SKU_1,WH_1,SUP_8,East,26.0,476.0,14.0,379,0,13.95,20.48,0,0,25.62
2024-03-10,SKU_1,WH_1,SUP_8,East,,451.0,14.0,379,0,13.95,20.48,0,0,24.29
2024-03-11,SKU_1,WH_1,SUP_8,,24.0,427.0,14.0,379,0,13.95,20.48,0,0,22.63
2024-03-12,SKU_1,WH_1,SUP_8,West,,400.0,14.0,379,0,13.95,20.48,0,0,27.24
2024-03-13,SKU_1,WH_1,SUP_8,North,31.0,369.0,14.0,379,0,13.95,20.48,0,0,
2024-03-14,SKU_1,WH_1,SUP_8,East,25.0,548.0,14.0,379,204,13.95,20.48,0,0,27.04
2024-03-15,SKU_1,WH_1,SUP_8,East,29.0,519.0,14.0,379,0,13.95,20.48,0,0,27.05
2024-03-16,SKU_1,WH_1,SUP_8,East,,490.0,14.0,379,0,13.95,20.48,0,0,27.54
2024-03-17,SKU_1,WH_1,SUP_8,South,25.0,465.0,14.0,379,0,13.95,20.48,0,0,
2024-03-18,SKU_1,WH_1,SUP_8,South,27.0,438.0,14.0,379,0,13.95,20.48,1,0,25.97
2024-03-19,SKU_1,WH_1,SUP_8,West,23.0,415.0,14.0,379,0,13.95,20.48,0,0,25.75
2024-03-20,SKU_1,WH_1,SUP_8,North,25.0,390.0,14.0,379,0,13.95,20.48,0,0,30.77
2024-03-21,SKU_1,WH_1,SUP_8,??UNKNOWN??,26.0,364.0,14.0,379,0,13.95,20.48,0,0,22.16
2024-03-22,SKU_1,WH_1,SUP_8,North,26.0,584.0,14.0,379,246,13.95,20.48,0,0,25.21
2024-03-23,SKU_1,WH_1,SUP_8,South,27.0,557.0,14.0,379,0,13.95,20.48,0,0,30.29
2024-03-24,SKU_1,WH_1,SUP_8,North,38.0,519.0,14.0,379,0,13.95,20.48,0,0,33.71
2024-03-25,SKU_1,WH_1,SUP_8,West,29.0,490.0,14.0,379,0,13.95,20.48,0,0,31.27
2024-03-26,SKU_1,WH_1,SUP_8,West,28.0,462.0,14.0,379,0,13.95,20.48,0,0,28.18
2024-03-27,SKU_1,WH_1,SUP_8,East,33.0,429.0,,379,0,13.95,20.48,0,0,36.1
2024-03-28,SKU_1,WH_1,SUP_8,North,40.0,389.0,14.0,379,0,13.95,20.48,0,0,34.14
2024-03-29,SKU_1,WH_1,SUP_8,East,32.0,357.0,14.0,379,0,13.95,20.48,0,0,35.18
2024-03-30,SKU_1,WH_1,SUP_8,North,27.0,793.0,14.0,379,463,13.95,20.48,0,0,27.62
2024-03-31,SKU_1,WH_1,SUP_8,North,26.0,767.0,,379,0,13.95,20.48,0,0,24.93
2024-04-01,SKU_1,WH_1,SUP_8,West,32.0,735.0,14.0,379,0,13.95,20.48,0,0,31.76
2024-04-02,SKU_1,WH_1,SUP_8,North,33.0,702.0,14.0,379,0,13.95,20.48,0,0,34.83
2024-04-03,SKU_1,WH_1,SUP_8,,28.0,674.0,14.0,379,0,13.95,20.48,0,0,26.36
2024-04-04,SKU_1,WH_1,SUP_8,??UNKNOWN??,37.0,637.0,14.0,379,0,13.95,20.48,0,0,35.68
2024-04-05,SKU_1,WH_1,SUP_8,West,33.0,604.0,14.0,379,0,13.95,20.48,0,0,26.24
2024-04-06,SKU_1,WH_1,SUP_8,North,33.0,571.0,14.0,379,0,13.95,20.48,0,0,32.07
2024-04-07,SKU_1,WH_1,SUP_8,East,31.0,540.0,14.0,379,0,13.95,20.48,0,0,30.63
2024-04-08,SKU_1,WH_1,SUP_8,North,50.0,490.0,14.0,379,0,13.95,20.48,1,0,53.2
2024-04-09,SKU_1,WH_1,SUP_8,North,35.0,455.0,14.0,379,0,13.95,20.48,0,0,41.43
2024-04-10,SKU_1,WH_1,SUP_8,North,32.0,423.0,14.0,379,0,13.95,20.48,0,0,33.89
2024-04-11,SKU_1,WH_1,SUP_8,East,49.0,374.0,14.0,379,0,13.95,20.48,1,0,50.21
2024-04-12,SKU_1,WH_1,SUP_8,South,,794.0,14.0,379,452,13.95,20.48,0,0,36.07
2024-04-13,SKU_1,WH_1,SUP_8,South,27.0,,14.0,379,0,13.95,20.48,0,0,N/A
2024-04-14,SKU_1,WH_1,SUP_8,South,29.0,738.0,14.0,379,0,13.95,20.48,0,0,25.47
2024-04-15,SKU_1,WH_1,SUP_8,West,,710.0,14.0,379,0,13.95,20.48,1,0,23.78
2024-04-16,SKU_1,WH_1,SUP_8,West,30.0,680.0,14.0,379,0,13.95,20.48,0,0,32.48
2024-04-17,SKU_1,WH_1,SUP_8,South,19.0,661.0,14.0,379,0,13.95,20.48,0,0,23.71
2024-04-18,SKU_1,WH_1,SUP_8,South,21.0,640.0,,379,0,13.95,20.48,0,0,N/A
2024-04-19,SKU_1,WH_1,SUP_8,North,31.0,609.0,14.0,379,0,13.95,20.48,0,0,28.52
2024-04-20,SKU_1,WH_1,SUP_8,West,26.0,583.0,14.0,379,0,13.95,20.48,0,0,21.74
2024-04-21,SKU_1,WH_1,SUP_8,South,27.0,556.0,14.0,379,0,13.95,20.48,0,0,28.37
2024-04-22,SKU_1,WH_1,SUP_8,East,29.0,527.0,14.0,379,0,13.95,20.48,0,0,30.17
2024-04-23,SKU_1,WH_1,SUP_8,North,30.0,497.0,14.0,379,0,13.95,20.48,0,0,30.04
2024-04-24,SKU_1,WH_1,SUP_8,East,26.0,471.0,14.0,379,0,13.95,20.48,0,0,26.65
2024-04-25,SKU_1,WH_1,SUP_8,North,26.0,445.0,14.0,379,0,13.95,20.48,0,0,31.58
2024-04-26,SKU_1,WH_1,SUP_8,East,,409.0,14.0,379,0,13.95,20.48,0,0,33.89
2024-04-27,SKU_1,WH_1,SUP_8,West,39.0,370.0,14.0,379,0,13.95,20.48,0,0,36.58
2024-04-28,SKU_1,WH_1,SUP_8,West,,725.0,14.0,379,377,13.95,20.48,0,0,26.77
2024-04-29,SKU_1,WH_1,SUP_8,North,30.0,695.0,14.0,379,0,13.95,20.48,0,0,35.63
2024-04-30,SKU_1,WH_1,SUP_8,North,21.0,674.0,14.0,379,0,13.95,20.48,0,0,23.04
2024-05-01,SKU_1,WH_1,SUP_8,South,41.0,633.0,14.0,379,0,13.95,20.48,1,0,45.43
2024-05-02,SKU_1,WH_1,SUP_8,North,29.0,604.0,14.0,379,0,13.95,20.48,0,0,32.11
2024-05-03,SKU_1,WH_1,SUP_8,West,34.0,570.0,,379,0,13.95,20.48,0,0,32.59
2024-05-04,SKU_1,WH_1,SUP_8,North,45.0,525.0,14.0,379,0,13.95,20.48,1,0,42.97
2024-05-05,SKU_1,WH_1,SUP_8,South,37.0,488.0,14.0,379,0,13.95,20.48,1,0,37.84
2024-05-06,SKU_1,WH_1,SUP_8,North,29.0,459.0,14.0,379,0,13.95,20.48,0,0,27.55
2024-05-07,SKU_1,WH_1,SUP_8,North,36.0,423.0,14.0,379,0,13.95,20.48,1,0,36.14
2024-05-08,SKU_1,WH_1,SUP_8,North,24.0,399.0,14.0,379,0,13.95,20.48,0,0,28.07
2024-05-09,SKU_1,WH_1,SUP_8,North,21.0,378.0,14.0,379,0,13.95,20.48,0,0,22.61
2024-05-10,SKU_1,WH_1,SUP_8,East,27.0,668.0,14.0,379,317,13.95,20.48,0,0,25.72
2024-05-11,SKU_1,WH_1,SUP_8,North,28.0,640.0,14.0,379,0,13.95,20.48,0,0,31.46
2024-05-12,SKU_1,WH_1,SUP_8,East,29.0,611.0,14.0,379,0,13.95,20.48,0,0,33.03
2024-05-13,SKU_1,WH_1,SUP_8,South,30.0,581.0,14.0,379,0,13.95,20.48,0,0,34.11
2024-05-14,SKU_1,WH_1,SUP_8,South,28.0,553.0,14.0,379,0,13.95,20.48,0,0,30.41
2024-05-15,SKU_1,WH_1,SUP_8,East,,535.0,14.0,379,0,13.95,20.48,0,0,22.33
2024-05-16,SKU_1,WH_1,SUP_8,North,28.0,507.0,14.0,379,0,13.95,20.48,0,0,33.16
2024-05-17,SKU_1,WH_1,SUP_8,East,35.0,472.0,14.0,379,0,13.95,20.48,0,0,30.86
2024-05-18,SKU_1,WH_1,SUP_8,North,25.0,447.0,14.0,379,0,13.95,20.48,0,0,29.26
2024-05-19,SKU_1,WH_1,SUP_8,South,,,14.0,379,0,13.95,20.48,0,0,20.01
2024-05-20,SKU_1,WH_1,SUP_8,East,20.0,402.0,14.0,379,0,13.95,20.48,0,0,18.19
2024-05-21,SKU_1,WH_1,SUP_8,West,28.0,374.0,14.0,379,0,13.95,20.48,0,0,25.18
2024-05-22,SKU_1,WH_1,SUP_8,North,31.0,,14.0,379,354,13.95,20.48,0,0,30.29
2024-05-23,SKU_1,WH_1,SUP_8,North,24.0,673.0,14.0,379,0,13.95,20.48,1,0,25.51
2024-05-24,SKU_1,WH_1,SUP_8,North,21.0,652.0,14.0,379,0,13.95,20.48,0,0,19.32
2024-05-25,SKU_1,WH_1,SUP_8,South,15.0,,14.0,379,0,13.95,20.48,0,0,
2024-05-26,SKU_1,WH_1,SUP_8,North,35.0,,14.0,379,0,13.95,20.48,0,0,35.11
2024-05-27,SKU_1,WH_1,SUP_8,West,35.0,567.0,14.0,379,0,13.95,20.48,0,0,34.41
2024-05-28,SKU_1,WH_1,SUP_8,North,29.0,538.0,14.0,379,0,13.95,20.48,0,0,27.14
2024-05-29,SKU_1,WH_1,SUP_8,West,25.0,513.0,14.0,379,0,13.95,20.48,0,0,25.95
2024-05-30,SKU_1,WH_1,SUP_8,West,17.0,496.0,14.0,379,0,13.95,20.48,0,0,21.1
2024-05-31,SKU_1,WH_1,SUP_8,East,27.0,469.0,14.0,379,0,13.95,20.48,0,0,24.65
2024-06-01,SKU_1,WH_1,SUP_8,South,20.0,449.0,14.0,379,0,13.95,20.48,0,0,20.24
2024-06-02,SKU_1,WH_1,SUP_8,East,20.0,,14.0,379,0,13.95,20.48,0,0,19.32
2024-06-03,SKU_1,WH_1,SUP_8,West,21.0,,14.0,379,0,13.95,20.48,0,0,17.76
2024-06-04,SKU_1,WH_1,SUP_8,South,22.0,,,379,0,13.95,20.48,0,0,15.67
2024-06-05,SKU_1,WH_1,SUP_8,East,19.0,367.0,14.0,379,0,13.95,20.48,0,0,18.99
2024-06-06,SKU_1,WH_1,SUP_8,East,34.0,768.0,14.0,379,435,13.95,20.48,0,0,38.17
2024-06-07,SKU_1,WH_1,SUP_8,West,27.0,741.0,14.0,379,0,13.95,20.48,0,0,
2024-06-08,SKU_1,WH_1,SUP_8,South,16.0,725.0,14.0,379,0,13.95,20.48,0,0,17.69
2024-06-09,SKU_1,WH_1,SUP_8,South,,703.0,14.0,379,0,13.95,20.48,0,0,15.17
2024-06-10,SKU_1,WH_1,SUP_8,East,19.0,684.0,14.0,379,0,13.95,20.48,0,0,17.36
2024-06-11,SKU_1,WH_1,SUP_8,East,24.0,660.0,14.0,379,0,13.95,20.48,0,0,26.72
2024-06-12,SKU_1,WH_1,SUP_8,West,20.0,640.0,14.0,379,0,13.95,20.48,0,0,22.27
2024-06-13,SKU_1,WH_1,SUP_8,East,25.0,615.0,14.0,379,0,13.95,20.48,0,0,27.5
2024-06-14,SKU_1,WH_1,SUP_8,South,27.0,588.0,14.0,379,0,13.95,20.48,0,0,24.71
2024-06-15,SKU_1,WH_1,SUP_8,West,,565.0,14.0,379,0,13.95,20.48,1,0,24.92
2024-06-16,SKU_1,WH_1,SUP_8,West,23.0,542.0,14.0,379,0,13.95,20.48,0,0,20.29
2024-06-17,SKU_1,WH_1,SUP_8,North,missing,516.0,14.0,379,0,13.95,20.48,0,0,26.03
2024-06-18,SKU_1,WH_1,SUP_8,South,21.0,495.0,,379,0,13.95,20.48,0,0,19.78
2024-06-19,SKU_1,WH_1,SUP_8,West,14.0,481.0,14.0,379,0,13.95,20.48,0,0,14.69
2024-06-20,SKU_1,WH_1,SUP_8,North,25.0,456.0,14.0,379,0,13.95,20.48,0,0,21.61
2024-06-21,SKU_1,WH_1,SUP_8,,33.0,423.0,14.0,379,0,13.95,20.48,0,0,31.19
2024-06-22,SKU_1,WH_1,SUP_8,West,22.0,401.0,14.0,379,0,13.95,20.48,0,0,22.27
2024-06-23,SKU_1,WH_1,SUP_8,West,22.0,379.0,14.0,379,0,13.95,20.48,0,0,23.06
2024-06-24,SKU_1,WH_1,SUP_8,West,22.0,826.0,14.0,379,469,13.95,20.48,0,0,20.76
2024-06-25,SKU_1,WH_1,SUP_8,East,22.0,804.0,14.0,379,0,13.95,20.48,0,0,20.74
2024-06-26,SKU_1,WH_1,SUP_8,South,19.0,785.0,14.0,379,0,13.95,20.48,0,0,20.82
2024-06-27,SKU_1,WH_1,SUP_8,South,19.0,766.0,14.0,379,0,13.95,20.48,0,0,22.9
2024-06-28,SKU_1,WH_1,SUP_8,East,23.0,743.0,14.0,379,0,13.95,20.48,0,0,29.63
2024-06-29,SKU_1,WH_1,SUP_8,East,21.0,722.0,14.0,379,0,13.95,20.48,0,0,20.34
2024-06-30,SKU_1,WH_1,SUP_8,East,8.0,714.0,14.0,379,0,13.95,20.48,0,0,12.3
2024-07-01,SKU_1,WH_1,SUP_8,East,15.0,699.0,14.0,379,0,13.95,20.48,0,0,13.8
2024-07-02,SKU_1,WH_1,SUP_8,East,28.0,671.0,14.0,379,0,13.95,20.48,0,0,27.9
2024-07-03,SKU_1,WH_1,SUP_8,North,17.0,654.0,14.0,379,0,13.95,20.48,0,0,14.45
2024-07-04,SKU_1,WH_1,SUP_8,South,17.0,637.0,14.0,379,0,13.95,20.48,0,0,
2024-07-05,SKU_1,WH_1,SUP_8,South,17.0,620.0,14.0,379,0,13.95,20.48,0,0,19.49
2024-07-06,SKU_1,WH_1,SUP_8,West,15.0,605.0,14.0,379,0,13.95,20.48,0,0,8.41
2024-07-07,SKU_1,WH_1,SUP_8,East,16.0,589.0,14.0,379,0,13.95,20.48,0,0,17.13
2024-07-08,SKU_1,WH_1,SUP_8,South,25.0,564.0,14.0,379,0,13.95,20.48,0,0,31.0
2024-07-09,SKU_1,WH_1,SUP_8,South,13.0,551.0,14.0,379,0,13.95,20.48,0,0,
2024-07-10,SKU_1,WH_1,SUP_8,South,16.0,535.0,14.0,379,0,13.95,20.48,0,0,11.64
2024-07-11,SKU_1,WH_1,SUP_8,South,24.0,511.0,14.0,379,0,13.95,20.48,1,0,20.62
2024-07-12,SKU_1,WH_1,SUP_8,East,22.0,489.0,14.0,379,0,13.95,20.48,0,0,19.19
2024-07-13,SKU_1,WH_1,SUP_8,West,33.0,456.0,14.0,379,0,13.95,20.48,1,0,34.77
2024-07-14,SKU_1,WH_1,SUP_8,East,23.0,433.0,14.0,379,0,13.95,20.48,0,0,25.02
2024-07-15,SKU_1,WH_1,SUP_8,West,25.0,408.0,14.0,379,0,13.95,20.48,0,0,23.47
2024-07-16,SKU_1,WH_1,SUP_8,West,14.0,394.0,14.0,379,0,13.95,20.48,0,0,12.51
2024-07-17,SKU_1,WH_1,SUP_8,North,29.0,365.0,14.0,379,0,13.95,20.48,0,0,30.57
2024-07-18,SKU_1,WH_1,SUP_8,South,13.0,668.0,14.0,379,316,13.95,20.48,0,0,14.98
2024-07-19,SKU_1,WH_1,SUP_8,East,21.0,647.0,14.0,379,0,13.95,20.48,0,0,14.04
2024-07-20,SKU_1,WH_1,SUP_8,East,10.0,637.0,14.0,379,0,13.95,20.48,1,0,1.65
2024-07-21,SKU_1,WH_1,SUP_8,East,15.0,622.0,14.0,379,0,13.95,20.48,0,0,10.49
2024-07-22,SKU_1,WH_1,SUP_8,North,,612.0,14.0,379,0,13.95,20.48,0,0,10.83
2024-07-23,SKU_1,WH_1,SUP_8,South,27.0,585.0,14.0,379,0,13.95,20.48,1,0,21.47
2024-07-24,SKU_1,WH_1,SUP_8,North,16.0,569.0,14.0,379,0,13.95,20.48,0,0,11.55
2024-07-25,SKU_1,WH_1,SUP_8,West,18.0,551.0,14.0,379,0,13.95,20.48,1,0,14.68
2024-07-26,SKU_1,WH_1,SUP_8,West,12.0,539.0,14.0,379,0,13.95,20.48,0,0,9.27
2024-07-27,SKU_1,WH_1,SUP_8,East,11.0,528.0,14.0,379,0,13.95,20.48,0,0,13.02
2024-07-28,SKU_1,WH_1,SUP_8,,26.0,,14.0,379,0,13.95,20.48,0,0,24.28
2024-07-29,SKU_1,WH_1,SUP_8,South,11.0,491.0,14.0,379,0,13.95,20.48,0,0,11.32
2024-07-30,SKU_1,WH_1,SUP_8,North,27.0,464.0,14.0,379,0,13.95,20.48,0,0,32.85
2024-07-31,SKU_1,WH_1,SUP_8,North,9.0,455.0,14.0,379,0,13.95,20.48,0,0,9.61
2024-08-01,SKU_1,WH_1,SUP_8,South,15.0,440.0,14.0,379,0,13.95,20.48,0,0,14.45
2024-08-02,SKU_1,WH_1,SUP_8,East,9.0,431.0,14.0,379,0,13.95,20.48,0,0,14.26
2024-08-03,SKU_1,WH_1,SUP_8,East,26.0,405.0,14.0,379,0,13.95,20.48,1,0,19.48
2024-08-04,SKU_1,WH_1,SUP_8,East,14.0,,14.0,379,0,13.95,20.48,0,0,13.61
2024-08-05,SKU_1,WH_1,SUP_8,East,22.0,369.0,,379,0,13.95,20.48,0,0,23.32
not_a_date,SKU_1,WH_1,SUP_8,South,17.0,716.0,14.0,379,364,13.95,20.48,0,0,18.33
2024-08-07,SKU_1,WH_1,SUP_8,East,160.0,2100.0,14.0,379,0,13.95,20.48,0,0,73.63030709240604
2024-08-08,SKU_1,WH_1,SUP_8,West,17.0,683.0,14.0,379,0,13.95,20.48,0,0,18.4
2024-08-09,SKU_1,WH_1,SUP_8,South,5.0,678.0,14.0,379,0,13.95,20.48,0,0,10.29
2024-08-10,SKU_1,WH_1,SUP_8,East,7.0,671.0,14.0,379,0,13.95,20.48,1,0,10.42
2024-08-11,SKU_1,WH_1,SUP_8,North,5.0,,,379,0,13.95,20.48,0,0,N/A
2024-08-12,SKU_1,WH_1,SUP_8,North,,656.0,,379,0,13.95,20.48,0,0,13.75
2024-08-13,SKU_1,WH_1,SUP_8,West,18.0,638.0,14.0,379,0,13.95,20.48,0,0,17.91
2024-08-14,SKU_1,WH_1,SUP_8,North,24.0,614.0,,379,0,13.95,20.48,0,0,15.65
2024-08-15,SKU_1,WH_1,SUP_8,South,6.0,608.0,14.0,379,0,13.95,20.48,0,0,
2024-08-16,SKU_1,WH_1,SUP_8,North,7.0,601.0,14.0,379,0,13.95,20.48,0,0,6.33
2024-08-17,SKU_1,WH_1,SUP_8,North,4.0,597.0,14.0,379,0,13.95,20.48,0,0,5.66
2024-08-18,SKU_1,WH_1,SUP_8,North,21.0,576.0,14.0,379,0,13.95,20.48,0,0,20.94
2024-08-19,SKU_1,WH_1,SUP_8,West,13.0,563.0,14.0,379,0,13.95,20.48,0,0,15.95
2024-08-20,SKU_1,WH_1,SUP_8,North,26.0,537.0,14.0,379,0,13.95,20.48,0,0,
2024-08-21,SKU_1,WH_1,SUP_8,West,14.0,523.0,,379,0,13.95,20.48,0,0,6.89
2024-08-22,SKU_1,WH_1,SUP_8,North,12.0,511.0,14.0,379,0,13.95,20.48,0,0,11.33
2024-08-23,SKU_1,WH_1,SUP_8,North,7.0,504.0,14.0,379,0,13.95,20.48,0,0,2.94
2024-08-24,SKU_1,WH_1,SUP_8,East,missing,490.0,14.0,379,0,13.95,20.48,0,0,14.4
2024-08-25,SKU_1,WH_1,SUP_8,North,12.0,478.0,14.0,379,0,13.95,20.48,0,0,12.54
2024-08-26,SKU_1,WH_1,SUP_8,West,5.0,473.0,14.0,379,0,13.95,20.48,0,0,5.44
